FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=1024_pri_factor2=1024_alpha_1=0$1_alpha_2=0$15_order1=10_order2=6_q=0$7	Slim_l1=0$007452223545183899_alpha=0$002366475312508242_neighborhood=518	Recall	1.1346468249718875e-60
Slim_l1=0$007452223545183899_alpha=0$002366475312508242_neighborhood=518	FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=1024_pri_factor2=1024_alpha_1=0$1_alpha_2=0$15_order1=10_order2=6_q=0$7	Recall	1.1346468249718875e-60
FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=1024_pri_factor2=1024_alpha_1=0$1_alpha_2=0$15_order1=10_order2=6_q=0$7	Slim_l1=0$007452223545183899_alpha=0$002366475312508242_neighborhood=518	nDCG	9.77218383997569e-106
Slim_l1=0$007452223545183899_alpha=0$002366475312508242_neighborhood=518	FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=1024_pri_factor2=1024_alpha_1=0$1_alpha_2=0$15_order1=10_order2=6_q=0$7	nDCG	9.77218383997569e-106
FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=1024_pri_factor2=1024_alpha_1=0$1_alpha_2=0$15_order1=10_order2=6_q=0$7	UltraGCN_seed=42_e=1990_bs=2048_lr=0$0001_factors=64_w1=1$4825804832874775e-08_w2=0$05236777181615082_w3=0$10020633721957121_w4=1$5215525444692823e-05_ii_n_n=10_i_w=0$0001_n_n=300_n_w=300_g=0$0001_l=3$0640876326254336_s_s_p=False_it=1990	Recall	4.112157369806347e-06
UltraGCN_seed=42_e=1990_bs=2048_lr=0$0001_factors=64_w1=1$4825804832874775e-08_w2=0$05236777181615082_w3=0$10020633721957121_w4=1$5215525444692823e-05_ii_n_n=10_i_w=0$0001_n_n=300_n_w=300_g=0$0001_l=3$0640876326254336_s_s_p=False_it=1990	FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=1024_pri_factor2=1024_alpha_1=0$1_alpha_2=0$15_order1=10_order2=6_q=0$7	Recall	4.112157369806347e-06
FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=1024_pri_factor2=1024_alpha_1=0$1_alpha_2=0$15_order1=10_order2=6_q=0$7	UltraGCN_seed=42_e=1990_bs=2048_lr=0$0001_factors=64_w1=1$4825804832874775e-08_w2=0$05236777181615082_w3=0$10020633721957121_w4=1$5215525444692823e-05_ii_n_n=10_i_w=0$0001_n_n=300_n_w=300_g=0$0001_l=3$0640876326254336_s_s_p=False_it=1990	nDCG	1.7529784314800638e-29
UltraGCN_seed=42_e=1990_bs=2048_lr=0$0001_factors=64_w1=1$4825804832874775e-08_w2=0$05236777181615082_w3=0$10020633721957121_w4=1$5215525444692823e-05_ii_n_n=10_i_w=0$0001_n_n=300_n_w=300_g=0$0001_l=3$0640876326254336_s_s_p=False_it=1990	FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=1024_pri_factor2=1024_alpha_1=0$1_alpha_2=0$15_order1=10_order2=6_q=0$7	nDCG	1.7529784314800638e-29
Slim_l1=0$007452223545183899_alpha=0$002366475312508242_neighborhood=518	UltraGCN_seed=42_e=1990_bs=2048_lr=0$0001_factors=64_w1=1$4825804832874775e-08_w2=0$05236777181615082_w3=0$10020633721957121_w4=1$5215525444692823e-05_ii_n_n=10_i_w=0$0001_n_n=300_n_w=300_g=0$0001_l=3$0640876326254336_s_s_p=False_it=1990	Recall	9.155507253993924e-72
UltraGCN_seed=42_e=1990_bs=2048_lr=0$0001_factors=64_w1=1$4825804832874775e-08_w2=0$05236777181615082_w3=0$10020633721957121_w4=1$5215525444692823e-05_ii_n_n=10_i_w=0$0001_n_n=300_n_w=300_g=0$0001_l=3$0640876326254336_s_s_p=False_it=1990	Slim_l1=0$007452223545183899_alpha=0$002366475312508242_neighborhood=518	Recall	9.155507253993924e-72
Slim_l1=0$007452223545183899_alpha=0$002366475312508242_neighborhood=518	UltraGCN_seed=42_e=1990_bs=2048_lr=0$0001_factors=64_w1=1$4825804832874775e-08_w2=0$05236777181615082_w3=0$10020633721957121_w4=1$5215525444692823e-05_ii_n_n=10_i_w=0$0001_n_n=300_n_w=300_g=0$0001_l=3$0640876326254336_s_s_p=False_it=1990	nDCG	3.7247185284329765e-158
UltraGCN_seed=42_e=1990_bs=2048_lr=0$0001_factors=64_w1=1$4825804832874775e-08_w2=0$05236777181615082_w3=0$10020633721957121_w4=1$5215525444692823e-05_ii_n_n=10_i_w=0$0001_n_n=300_n_w=300_g=0$0001_l=3$0640876326254336_s_s_p=False_it=1990	Slim_l1=0$007452223545183899_alpha=0$002366475312508242_neighborhood=518	nDCG	3.7247185284329765e-158
